DateTime,PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour_sin,hour_cos,month_sin,month_cos,day_of_week,is_weekend,elapsed_hours,elapsed_days,T_RH,T_AH,S1_S5_ratio,S3_S5_diff,S1_S3_diff,CO(GT),C6H6(GT),NOx(GT),NO2(GT)
2004-03-11 18:00:00,1581.0,1319.0,799.0,2083.0,1409.0,10.3,64.2,0.8065,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,3,0,24.0,1.0,661.2600000000001,8.30695,1.1220723917672109,-610.0,782.0,4.8,20.8,281.0,151.0
2004-03-11 19:00:00,1776.0,1488.0,702.0,2333.0,1704.0,9.7,69.3,0.8319,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,3,0,25.0,1.0416666666666667,672.2099999999999,8.069429999999999,1.0422535211267605,-1002.0,1074.0,6.9,27.4,383.0,172.0
2004-03-11 20:00:00,1640.0,1404.0,743.0,2191.0,1654.0,9.6,67.8,0.8133,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,3,0,26.0,1.0833333333333333,650.88,7.8076799999999995,0.9915356711003628,-911.0,897.0,6.1,24.0,351.0,165.0
2004-03-11 21:00:00,1313.0,1076.0,957.0,1707.0,1285.0,9.1,64.0,0.7419,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,3,0,27.0,1.125,582.4,6.75129,1.0217898832684824,-328.0,356.0,3.9,12.8,240.0,136.0
2004-03-11 22:00:00,965.0,749.0,1325.0,1333.0,821.0,8.2,63.4,0.6905,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,3,0,28.0,1.1666666666666667,519.88,5.6621,1.1753958587088915,504.0,-360.0,1.5,4.7,94.0,85.0
2004-03-11 23:00:00,913.0,629.0,1565.0,1252.0,552.0,8.2,60.8,0.6657,-0.25881904510252157,0.9659258262890681,0.8660254037844386,0.5000000000000001,3,0,29.0,1.2083333333333333,498.55999999999995,5.458739999999999,1.6539855072463767,1013.0,-652.0,1.0,2.6,47.0,53.0
2004-03-12 00:00:00,1080.0,805.0,1254.0,1375.0,816.0,8.3,58.5,0.6438,0.0,1.0,0.8660254037844386,0.5000000000000001,4,0,30.0,1.25,485.55000000000007,5.343540000000001,1.3235294117647058,438.0,-174.0,1.7,5.9,122.0,97.0
2004-03-12 01:00:00,1044.0,829.0,1247.0,1378.0,832.0,7.7,59.7,0.6308,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,4,0,31.0,1.2916666666666667,459.69000000000005,4.85716,1.2548076923076923,415.0,-203.0,1.9,6.4,133.0,110.0
2004-03-12 02:00:00,988.0,718.0,1396.0,1304.0,692.0,7.1,61.8,0.6276,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,4,0,32.0,1.3333333333333333,438.78,4.45596,1.4277456647398843,704.0,-408.0,1.4,4.1,82.0,91.0
2004-03-12 03:00:00,889.0,574.0,1680.0,1187.0,512.0,7.0,62.3,0.6261,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,4,0,33.0,1.375,436.09999999999997,4.3827,1.736328125,1168.0,-791.0,0.8,1.9,,
2004-03-12 04:00:00,831.0,506.0,1893.0,1134.0,384.0,6.1,65.9,0.6248,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,4,0,34.0,1.4166666666666667,401.99,3.81128,2.1640625,1509.0,-1062.0,,1.1,21.0,32.0
2004-03-12 05:00:00,847.0,501.0,1895.0,1155.0,394.0,6.3,65.0,0.6233,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,4,0,35.0,1.4583333333333333,409.5,3.9267899999999996,2.149746192893401,1501.0,-1048.0,0.6,1.0,30.0,44.0
2004-03-12 06:00:00,927.0,571.0,1685.0,1223.0,487.0,6.8,62.9,0.6234,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,4,0,36.0,1.5,427.71999999999997,4.23912,1.9034907597535935,1198.0,-758.0,0.8,1.8,56.0,71.0
2004-03-12 07:00:00,1091.0,730.0,1387.0,1361.0,748.0,6.4,65.1,0.6316,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,4,0,37.0,1.5416666666666667,416.64,4.0422400000000005,1.4585561497326203,639.0,-296.0,1.4,4.4,109.0,104.0
2004-03-12 08:00:00,1587.0,1236.0,897.0,1900.0,1400.0,7.3,63.1,0.6499,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,4,0,38.0,1.5833333333333333,460.63,4.74427,1.1335714285714287,-503.0,690.0,4.4,17.9,307.0,141.0
2004-03-12 09:00:00,1545.0,1353.0,767.0,2058.0,1588.0,9.2,56.2,0.6561,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,4,0,39.0,1.625,517.04,6.0361199999999995,0.9729219143576826,-821.0,778.0,,22.1,,
2004-03-12 10:00:00,1350.0,1118.0,912.0,1712.0,1237.0,13.2,41.7,0.632,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,4,0,40.0,1.6666666666666667,550.44,8.3424,1.0913500404203718,-325.0,438.0,3.1,14.0,187.0,122.0
2004-03-12 11:00:00,1263.0,1037.0,969.0,1598.0,1167.0,14.3,38.4,0.6243,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,4,0,41.0,1.7083333333333333,549.12,8.92749,1.082262210796915,-198.0,294.0,2.7,11.6,216.0,143.0
2004-03-12 12:00:00,1206.0,986.0,1035.0,1537.0,959.0,15.0,36.5,0.6195,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,4,0,42.0,1.75,547.5,9.2925,1.2575599582898853,76.0,171.0,2.1,10.2,143.0,113.0
2004-03-12 13:00:00,1252.0,1016.0,1008.0,1593.0,983.0,16.1,34.5,0.6262,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,4,0,43.0,1.7916666666666667,555.45,10.08182,1.2736520854526958,25.0,244.0,2.5,11.0,160.0,116.0
2004-03-12 14:00:00,1287.0,1078.0,949.0,1660.0,1061.0,16.3,35.7,0.656,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,4,0,44.0,1.8333333333333333,581.9100000000001,10.6928,1.2130065975494817,-112.0,338.0,2.7,12.8,163.0,123.0
2004-03-12 15:00:00,1353.0,1122.0,922.0,1740.0,1139.0,15.8,37.0,0.661,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,4,0,45.0,1.875,584.6,10.443800000000001,1.1878841088674275,-217.0,431.0,2.9,14.2,190.0,126.0
2004-03-12 16:00:00,1309.0,1073.0,954.0,1657.0,1112.0,15.9,37.2,0.6657,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,4,0,46.0,1.9166666666666667,591.48,10.584629999999999,1.1771582733812949,-158.0,355.0,2.8,12.7,178.0,120.0
2004-03-12 17:00:00,1274.0,1041.0,1006.0,1610.0,994.0,16.9,34.3,0.6549,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,4,0,47.0,1.9583333333333333,579.67,11.06781,1.2816901408450705,12.0,268.0,2.4,11.7,150.0,119.0
2004-03-12 18:00:00,1510.0,1277.0,812.0,1910.0,1410.0,15.1,39.6,0.6766,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,4,0,48.0,2.0,597.96,10.21666,1.070921985815603,-598.0,698.0,3.9,19.3,206.0,149.0
2004-03-12 19:00:00,1525.0,1246.0,821.0,1847.0,1448.0,14.4,43.4,0.7084,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,4,0,49.0,2.0416666666666665,624.96,10.20096,1.0531767955801106,-627.0,704.0,3.7,18.2,202.0,145.0
2004-03-12 20:00:00,1843.0,1610.0,624.0,2390.0,1887.0,12.9,50.5,0.7478,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,4,0,50.0,2.0833333333333335,651.45,9.64662,0.976682564917859,-1263.0,1219.0,6.6,32.6,340.0,170.0
2004-03-12 21:00:00,1598.0,1299.0,752.0,1941.0,1627.0,12.1,53.3,0.7536,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,4,0,51.0,2.125,644.93,9.11856,0.9821757836508912,-875.0,846.0,4.4,20.1,274.0,149.0
2004-03-12 22:00:00,1484.0,1127.0,839.0,1723.0,1491.0,11.0,59.1,0.774,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,4,0,52.0,2.1666666666666665,650.1,8.514,0.9953051643192489,-652.0,645.0,3.5,14.3,253.0,139.0
2004-03-12 23:00:00,1677.0,1346.0,741.0,2062.0,1657.0,9.7,64.6,0.7771,-0.25881904510252157,0.9659258262890681,0.8660254037844386,0.5000000000000001,4,0,53.0,2.2083333333333335,626.6199999999999,7.53787,1.012070006035003,-916.0,936.0,5.4,21.8,300.0,134.0
2004-03-13 00:00:00,1280.0,964.0,963.0,1544.0,1285.0,9.5,64.1,0.7597,0.0,1.0,0.8660254037844386,0.5000000000000001,5,1,54.0,2.25,608.9499999999999,7.21715,0.9961089494163424,-322.0,317.0,2.7,9.6,193.0,113.0
2004-03-13 01:00:00,1196.0,873.0,1071.0,1463.0,1144.0,9.1,63.9,0.7423,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,5,1,55.0,2.2916666666666665,581.49,6.754929999999999,1.0454545454545454,-73.0,125.0,1.9,7.4,139.0,97.0
2004-03-13 02:00:00,1184.0,782.0,1176.0,1365.0,1043.0,8.8,63.9,0.7256,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,5,1,56.0,2.3333333333333335,562.32,6.385280000000001,1.1351869606903164,133.0,8.0,1.6,5.4,83.0,82.0
2004-03-13 03:00:00,1172.0,783.0,1179.0,1380.0,996.0,7.8,67.5,0.7173,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,5,1,57.0,2.375,526.5,5.59494,1.176706827309237,183.0,-7.0,1.7,5.4,,
2004-03-13 04:00:00,1147.0,821.0,1132.0,1412.0,992.0,7.0,71.1,0.7158,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,5,1,58.0,2.4166666666666665,497.69999999999993,5.0106,1.15625,140.0,15.0,,6.2,109.0,83.0
2004-03-13 05:00:00,978.0,625.0,1420.0,1274.0,819.0,8.3,63.6,0.6982,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,5,1,59.0,2.4583333333333335,527.8800000000001,5.795060000000001,1.1941391941391941,601.0,-442.0,1.0,2.6,62.0,65.0
2004-03-13 06:00:00,1100.0,646.0,1406.0,1268.0,835.0,7.2,67.5,0.6887,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,5,1,60.0,2.5,486.0,4.95864,1.3173652694610778,571.0,-306.0,1.2,2.9,53.0,60.0
2004-03-13 07:00:00,1112.0,770.0,1228.0,1409.0,940.0,6.3,71.9,0.6932,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,5,1,61.0,2.5416666666666665,452.97,4.36716,1.1829787234042553,288.0,-116.0,1.5,5.1,139.0,77.0
2004-03-13 08:00:00,1336.0,1043.0,935.0,1678.0,1192.0,6.5,71.6,0.6945,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,5,1,62.0,2.5833333333333335,465.4,4.51425,1.1208053691275168,-257.0,401.0,2.7,11.8,256.0,96.0
2004-03-13 09:00:00,1408.0,1153.0,830.0,1777.0,1411.0,9.6,59.7,0.7124,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,5,1,63.0,2.625,573.12,6.83904,0.9978738483345145,-581.0,578.0,3.7,15.1,295.0,119.0
2004-03-13 10:00:00,1447.0,1081.0,869.0,1667.0,1465.0,12.4,51.2,0.7335,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,5,1,64.0,2.6666666666666665,634.8800000000001,9.095400000000001,0.9877133105802047,-596.0,578.0,3.2,12.9,250.0,126.0
2004-03-13 11:00:00,1542.0,1184.0,808.0,1780.0,1583.0,15.6,42.2,0.7451,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,5,1,65.0,2.7083333333333335,658.32,11.62356,0.9740998104864181,-775.0,734.0,4.1,16.1,296.0,158.0
2004-03-13 12:00:00,1451.0,1117.0,875.0,1679.0,1387.0,18.4,33.8,0.709,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,5,1,66.0,2.75,621.9199999999998,13.045599999999999,1.046142754145638,-512.0,576.0,3.6,14.0,239.0,161.0
2004-03-13 13:00:00,1328.0,1059.0,987.0,1600.0,1101.0,19.4,31.3,0.695,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,5,1,67.0,2.7916666666666665,607.2199999999999,13.482999999999999,1.2061762034514079,-114.0,341.0,2.8,12.3,153.0,124.0
2004-03-13 14:00:00,1207.0,924.0,1088.0,1488.0,850.0,18.0,34.8,0.7127,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,5,1,68.0,2.8333333333333335,626.4,12.8286,1.42,238.0,119.0,2.0,8.6,118.0,102.0
2004-03-13 15:00:00,1240.0,947.0,1049.0,1532.0,947.0,18.4,33.6,0.7042,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,5,1,69.0,2.875,618.24,12.957279999999999,1.3093980992608236,102.0,191.0,2.0,9.2,119.0,116.0
2004-03-13 16:00:00,1306.0,987.0,1004.0,1554.0,1078.0,17.6,35.1,0.7012,-0.8660254037844385,-0.5000000000000004,0.8660254037844386,0.5000000000000001,5,1,70.0,2.9166666666666665,617.7600000000001,12.341120000000002,1.2115027829313543,-74.0,302.0,2.5,10.2,138.0,124.0
2004-03-13 17:00:00,1326.0,1000.0,976.0,1602.0,1084.0,16.7,37.8,0.7117,-0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,5,1,71.0,2.9583333333333335,631.2599999999999,11.88539,1.2232472324723247,-108.0,350.0,2.3,10.6,148.0,125.0
2004-03-13 18:00:00,1473.0,1163.0,831.0,1779.0,1395.0,16.1,41.0,0.7451,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,5,1,72.0,3.0,660.1,11.996110000000002,1.0559139784946237,-564.0,642.0,3.2,15.5,227.0,148.0
2004-03-13 19:00:00,1609.0,1286.0,758.0,1922.0,1612.0,15.8,42.4,0.7569,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,5,1,73.0,3.0416666666666665,669.92,11.95902,0.9981389578163772,-854.0,851.0,4.2,19.6,277.0,165.0
2004-03-13 20:00:00,1611.0,1274.0,754.0,1915.0,1697.0,15.7,44.1,0.7786,-0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,5,1,74.0,3.0833333333333335,692.37,12.22402,0.9493223335297584,-943.0,857.0,4.2,19.2,279.0,161.0
2004-03-13 21:00:00,1621.0,1247.0,762.0,1860.0,1886.0,15.3,46.8,0.8091,-0.7071067811865477,0.7071067811865474,0.8660254037844386,0.5000000000000001,5,1,75.0,3.125,716.04,12.379230000000002,0.8594909862142099,-1124.0,859.0,4.2,18.3,283.0,159.0
2004-03-13 22:00:00,1444.0,1089.0,844.0,1748.0,1624.0,14.6,48.6,0.806,-0.5000000000000004,0.8660254037844384,0.8660254037844386,0.5000000000000001,5,1,76.0,3.1666666666666665,709.5600000000001,11.7676,0.8891625615763546,-780.0,600.0,3.1,13.1,214.0,143.0
2004-03-13 23:00:00,1418.0,1010.0,892.0,1603.0,1536.0,14.7,49.3,0.8193,-0.25881904510252157,0.9659258262890681,0.8660254037844386,0.5000000000000001,5,1,77.0,3.2083333333333335,724.7099999999999,12.043709999999999,0.9231770833333334,-644.0,526.0,2.6,10.9,172.0,130.0
2004-03-14 00:00:00,1534.0,1013.0,889.0,1611.0,1535.0,13.9,53.6,0.8498,0.0,1.0,0.8660254037844386,0.5000000000000001,6,1,78.0,3.25,745.0400000000001,11.81222,0.9993485342019544,-646.0,645.0,2.9,11.0,190.0,129.0
2004-03-14 01:00:00,1484.0,1045.0,880.0,1624.0,1530.0,14.6,51.5,0.8536,0.25881904510252074,0.9659258262890683,0.8660254037844386,0.5000000000000001,6,1,79.0,3.2916666666666665,751.9,12.46256,0.9699346405228758,-650.0,604.0,2.8,11.9,174.0,119.0
2004-03-14 02:00:00,1367.0,925.0,953.0,1543.0,1337.0,12.5,58.9,0.8537,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,6,1,80.0,3.3333333333333335,736.25,10.67125,1.0224382946896036,-384.0,414.0,2.5,8.6,128.0,104.0
2004-03-14 03:00:00,1344.0,968.0,921.0,1620.0,1278.0,11.6,63.4,0.8674,0.7071067811865476,0.7071067811865476,0.8660254037844386,0.5000000000000001,6,1,81.0,3.375,735.4399999999999,10.061839999999998,1.051643192488263,-357.0,423.0,2.4,9.7,,
2004-03-14 04:00:00,1130.0,773.0,1130.0,1452.0,1051.0,12.1,61.1,0.8603,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,6,1,82.0,3.4166666666666665,739.31,10.40963,1.0751665080875357,79.0,0.0,,5.2,70.0,82.0
2004-03-14 05:00:00,1062.0,691.0,1272.0,1377.0,929.0,11.5,63.1,0.8533,0.9659258262890683,0.25881904510252074,0.8660254037844386,0.5000000000000001,6,1,83.0,3.4583333333333335,725.65,9.812949999999999,1.1431646932185144,343.0,-210.0,1.2,3.7,53.0,70.0
2004-03-14 06:00:00,1076.0,618.0,1395.0,1333.0,872.0,11.6,62.2,0.8473,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,6,1,84.0,3.5,721.52,9.82868,1.2339449541284404,523.0,-319.0,1.0,2.5,44.0,63.0
2004-03-14 07:00:00,1028.0,615.0,1384.0,1340.0,853.0,10.4,67.6,0.853,0.9659258262890683,-0.25881904510252063,0.8660254037844386,0.5000000000000001,6,1,85.0,3.5416666666666665,703.04,8.8712,1.205158264947245,531.0,-356.0,0.9,2.4,74.0,67.0
2004-03-14 08:00:00,1155.0,722.0,1225.0,1414.0,959.0,11.6,62.7,0.853,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,6,1,86.0,3.5833333333333335,727.32,9.8948,1.2043795620437956,266.0,-70.0,1.4,4.2,101.0,84.0
2004-03-14 09:00:00,1235.0,828.0,1055.0,1527.0,1093.0,12.4,60.0,0.8627,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,6,1,87.0,3.625,744.0,10.69748,1.129917657822507,-38.0,180.0,1.6,6.4,118.0,83.0
2004-03-14 10:00:00,1332.0,923.0,952.0,1614.0,1225.0,14.5,53.1,0.8728,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,6,1,88.0,3.6666666666666665,769.95,12.6556,1.0873469387755101,-273.0,380.0,2.2,8.6,144.0,98.0
2004-03-14 11:00:00,1445.0,1009.0,878.0,1696.0,1355.0,16.9,46.1,0.8789,0.258819045102521,-0.9659258262890682,0.8660254037844386,0.5000000000000001,6,1,89.0,3.7083333333333335,779.0899999999999,14.853409999999998,1.066420664206642,-477.0,567.0,2.8,10.9,176.0,114.0
2004-03-14 12:00:00,1416.0,1002.0,907.0,1677.0,1262.0,19.3,38.3,0.8474,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,6,1,90.0,3.75,739.1899999999999,16.35482,1.12202852614897,-355.0,509.0,2.8,10.7,161.0,119.0
2004-03-14 13:00:00,1281.0,880.0,1084.0,1525.0,980.0,21.2,31.4,0.7812,-0.2588190451025208,-0.9659258262890683,0.8660254037844386,0.5000000000000001,6,1,91.0,3.7916666666666665,665.68,16.56144,1.3071428571428572,104.0,197.0,2.0,7.5,113.0,104.0
2004-03-14 14:00:00,1207.0,879.0,1104.0,1490.0,872.0,21.4,30.2,0.7616,-0.4999999999999997,-0.8660254037844388,0.8660254037844386,0.5000000000000001,6,1,92.0,3.8333333333333335,646.28,16.29824,1.3841743119266054,232.0,103.0,1.8,7.5,103.0,102.0
